Tamanho;Cenario;Algoritmo;Dado;Media;DesvioPadrao;Minimo;Maximo;Mediana;CV;IC95_Superior;IC95_Inferior
5000;ParcialmenteOrdenado;SelectionSort;TEMPO;159245893.33;880755.94;158273200.00;162750800.00;159007000.00;0.55;159561067.80;158930718.87
5000;ParcialmenteOrdenado;SelectionSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
5000;ParcialmenteOrdenado;MergeSort;COMPARACOES;54096.77;142.53;53855.00;54414.00;54105.00;0.26;54147.77;54045.76
5000;ParcialmenteOrdenado;MergeSort;TROCAS;123616.00;0.00;123616.00;123616.00;123616.00;0.00;123616.00;123616.00
5000;ParcialmenteOrdenado;MergeSort;ACESSOS;355425.53;285.07;354942.00;356060.00;355442.00;0.08;355527.54;355323.52
5000;ParcialmenteOrdenado;MergeSort;PROF_REC;12.00;0.00;12.00;12.00;12.00;0.00;12.00;12.00
5000;ParcialmenteOrdenado;MergeSort;TEMPO;2539353.33;93782.45;2451900.00;2884900.00;2520950.00;3.69;2572912.95;2505793.72
5000;ParcialmenteOrdenado;MergeSort;MEM_AUX;20192.00;0.00;20192.00;20192.00;20192.00;0.00;20192.00;20192.00
5000;ParcialmenteOrdenado;QuickSort;COMPARACOES;106680.83;15777.97;83568.00;152348.00;103041.50;14.79;112326.91;101034.76
5000;ParcialmenteOrdenado;QuickSort;TROCAS;27822.03;2899.29;22871.00;35969.00;27391.00;10.42;28859.53;26784.54
5000;ParcialmenteOrdenado;QuickSort;ACESSOS;221533.33;21238.94;187286.00;278053.00;216473.50;9.59;229133.59;213933.08
5000;ParcialmenteOrdenado;QuickSort;PROF_REC;48.07;5.85;39.00;62.00;48.00;12.17;50.16;45.97
5000;ParcialmenteOrdenado;QuickSort;TEMPO;1505733.33;161654.23;1237100.00;2010100.00;1494650.00;10.74;1563580.55;1447886.11
5000;ParcialmenteOrdenado;QuickSort;MEM_AUX;769.07;93.57;624.00;992.00;768.00;12.17;802.55;735.58
5000;ParcialmenteOrdenado;QuickSortRandomizado;COMPARACOES;71293.83;2530.83;67017.00;76258.00;71073.00;3.55;72199.48;70388.19
5000;ParcialmenteOrdenado;QuickSortRandomizado;TROCAS;33282.87;3091.53;27999.00;41345.00;33138.00;9.29;34389.16;32176.58
5000;ParcialmenteOrdenado;QuickSortRandomizado;ACESSOS;207753.97;14122.62;183295.00;243750.00;207118.00;6.80;212807.68;202700.25
5000;ParcialmenteOrdenado;QuickSortRandomizado;PROF_REC;26.47;1.70;24.00;29.00;26.50;6.41;27.07;25.86
5000;ParcialmenteOrdenado;QuickSortRandomizado;TEMPO;1470510.00;93404.61;1326500.00;1697300.00;1444300.00;6.35;1503934.41;1437085.59
5000;ParcialmenteOrdenado;QuickSortRandomizado;MEM_AUX;529.33;33.93;480.00;580.00;530.00;6.41;541.48;517.19
5000;ParcialmenteOrdenado;HeapSort;COMPARACOES;110406.03;57.73;110277.00;110504.00;110400.50;0.05;110426.69;110385.38
5000;ParcialmenteOrdenado;HeapSort;TROCAS;59419.43;49.79;59291.00;59515.00;59426.00;0.08;59437.25;59401.62
5000;ParcialmenteOrdenado;HeapSort;ACESSOS;458489.80;304.18;457718.00;459068.00;458546.00;0.07;458598.65;458380.95
5000;ParcialmenteOrdenado;HeapSort;PROF_REC;12.00;0.00;12.00;12.00;12.00;0.00;12.00;12.00
5000;ParcialmenteOrdenado;HeapSort;TEMPO;2806080.00;66045.74;2734700.00;2941100.00;2794450.00;2.35;2829714.17;2782445.83
5000;ParcialmenteOrdenado;HeapSort;MEM_AUX;192.00;0.00;192.00;192.00;192.00;0.00;192.00;192.00
5000;ParcialmenteOrdenado;ShellSort;COMPARACOES;114226.73;4933.51;106340.00;123780.00;114663.50;4.32;115992.17;112461.30
5000;ParcialmenteOrdenado;ShellSort;TROCAS;92600.57;2470.05;88687.00;97391.00;92812.00;2.67;93484.46;91716.67
5000;ParcialmenteOrdenado;ShellSort;ACESSOS;299427.87;9873.53;283714.00;318562.00;300287.50;3.30;302961.06;295894.67
5000;ParcialmenteOrdenado;ShellSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;ParcialmenteOrdenado;ShellSort;TEMPO;2289926.67;67804.63;2186400.00;2450100.00;2285650.00;2.96;2314190.24;2265663.09
5000;ParcialmenteOrdenado;ShellSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
5000;AltaRepeticao;BubbleSort;COMPARACOES;12489099.87;7068.14;12467365.00;12496465.00;12490355.50;0.06;12491629.17;12486570.57
5000;AltaRepeticao;BubbleSort;TROCAS;6194204.13;62496.50;6075537.00;6343923.00;6202133.00;1.01;6216568.22;6171840.05
5000;AltaRepeticao;BubbleSort;ACESSOS;49755016.27;255181.96;49236878.00;50360390.00;49779588.00;0.51;49846331.96;49663700.58
5000;AltaRepeticao;BubbleSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;AltaRepeticao;BubbleSort;TEMPO;286332440.00;2192969.58;283745300.00;293049800.00;285700450.00;0.77;287117184.09;285547695.91
5000;AltaRepeticao;BubbleSort;MEM_AUX;17.00;0.00;17.00;17.00;17.00;0.00;17.00;17.00
5000;AltaRepeticao;InsertionSort;COMPARACOES;12384473.80;98392.58;12214677.00;12546899.00;12409539.00;0.79;12419683.13;12349264.47
5000;AltaRepeticao;InsertionSort;TROCAS;6194740.07;49196.03;6109839.00;6275953.00;6207271.50;0.79;6212344.64;6177135.50
5000;AltaRepeticao;InsertionSort;ACESSOS;24773953.93;196784.63;24434355.00;25098805.00;24824082.00;0.79;24844372.41;24703535.46
5000;AltaRepeticao;InsertionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;AltaRepeticao;InsertionSort;TEMPO;130978513.33;1820793.74;128517700.00;137903500.00;130697850.00;1.39;131630076.00;130326950.66
5000;AltaRepeticao;InsertionSort;MEM_AUX;16.00;0.00;16.00;16.00;16.00;0.00;16.00;16.00
5000;AltaRepeticao;SelectionSort;COMPARACOES;12497500.00;0.00;12497500.00;12497500.00;12497500.00;0.00;12497500.00;12497500.00
5000;AltaRepeticao;SelectionSort;TROCAS;4944.00;6.84;4927.00;4956.00;4944.50;0.14;4946.45;4941.55
5000;AltaRepeticao;SelectionSort;ACESSOS;25014776.00;27.37;25014708.00;25014824.00;25014778.00;0.00;25014785.80;25014766.20
5000;AltaRepeticao;SelectionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;AltaRepeticao;SelectionSort;TEMPO;159358816.67;1130059.16;158369100.00;164198800.00;159064400.00;0.71;159763203.14;158954430.19
5000;AltaRepeticao;SelectionSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
5000;AltaRepeticao;MergeSort;COMPARACOES;55138.33;36.55;55075.00;55238.00;55138.50;0.07;55151.41;55125.25
5000;AltaRepeticao;MergeSort;TROCAS;123616.00;0.00;123616.00;123616.00;123616.00;0.00;123616.00;123616.00
5000;AltaRepeticao;MergeSort;ACESSOS;357508.67;73.10;357382.00;357708.00;357509.00;0.02;357534.82;357482.51
5000;AltaRepeticao;MergeSort;PROF_REC;12.00;0.00;12.00;12.00;12.00;0.00;12.00;12.00
5000;AltaRepeticao;MergeSort;TEMPO;2624533.33;66151.48;2557900.00;2791600.00;2599350.00;2.52;2648205.34;2600861.33
5000;AltaRepeticao;MergeSort;MEM_AUX;20192.00;0.00;20192.00;20192.00;20192.00;0.00;20192.00;20192.00
5000;AltaRepeticao;QuickSort;COMPARACOES;164963.27;3176.54;160111.00;174857.00;164558.00;1.93;166099.98;163826.55
5000;AltaRepeticao;QuickSort;TROCAS;20748.77;2707.06;16154.00;26182.00;20271.00;13.05;21717.48;19780.06
5000;AltaRepeticao;QuickSort;ACESSOS;252857.33;13073.53;230073.00;282260.00;250197.00;5.17;257535.64;248179.03
5000;AltaRepeticao;QuickSort;PROF_REC;75.00;2.99;70.00;80.00;75.00;3.99;76.07;73.93
5000;AltaRepeticao;QuickSort;TEMPO;2059653.33;141176.85;1919300.00;2625100.00;2015350.00;6.85;2110172.82;2009133.85
5000;AltaRepeticao;QuickSort;MEM_AUX;1200.00;47.91;1120.00;1280.00;1200.00;3.99;1217.14;1182.86
5000;AltaRepeticao;QuickSortRandomizado;COMPARACOES;165639.33;2940.35;159548.00;172677.00;165203.50;1.78;166691.52;164587.14
5000;AltaRepeticao;QuickSortRandomizado;TROCAS;25300.80;2590.95;21315.00;32886.00;24471.50;10.24;26227.96;24373.64
5000;AltaRepeticao;QuickSortRandomizado;ACESSOS;271741.53;11983.34;253563.00;309120.00;267900.50;4.41;276029.72;267453.35
5000;AltaRepeticao;QuickSortRandomizado;PROF_REC;76.00;3.91;70.00;86.00;75.50;5.15;77.40;74.60
5000;AltaRepeticao;QuickSortRandomizado;TEMPO;2354356.67;63533.29;2258300.00;2533900.00;2342150.00;2.70;2377091.76;2331621.57
5000;AltaRepeticao;QuickSortRandomizado;MEM_AUX;1520.00;78.26;1400.00;1720.00;1510.00;5.15;1548.00;1492.00
5000;AltaRepeticao;HeapSort;COMPARACOES;107319.93;81.27;107141.00;107476.00;107329.50;0.08;107349.01;107290.85
5000;AltaRepeticao;HeapSort;TROCAS;56741.83;76.66;56586.00;56876.00;56750.00;0.14;56769.27;56714.40
5000;AltaRepeticao;HeapSort;ACESSOS;441607.20;457.27;440626.00;442456.00;441635.00;0.10;441770.83;441443.57
5000;AltaRepeticao;HeapSort;PROF_REC;12.00;0.00;12.00;12.00;12.00;0.00;12.00;12.00
5000;AltaRepeticao;HeapSort;TEMPO;2936206.67;167627.34;2836800.00;3304400.00;2849550.00;5.71;2996191.34;2876221.99
5000;AltaRepeticao;HeapSort;MEM_AUX;192.00;0.00;192.00;192.00;192.00;0.00;192.00;192.00
5000;AltaRepeticao;ShellSort;COMPARACOES;86274.10;4744.10;77403.00;96346.00;85766.50;5.50;87971.75;84576.45
5000;AltaRepeticao;ShellSort;TROCAS;79263.07;2374.00;74814.00;84295.00;79000.50;3.00;80112.59;78413.54
5000;AltaRepeticao;ShellSort;ACESSOS;244800.23;9492.04;227031.00;264936.00;243767.50;3.88;248196.92;241403.55
5000;AltaRepeticao;ShellSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;AltaRepeticao;ShellSort;TEMPO;1962556.67;62623.56;1859700.00;2092600.00;1965000.00;3.19;1984966.22;1940147.11
5000;AltaRepeticao;ShellSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
5000;QuaseReal;BubbleSort;COMPARACOES;12492475.83;5946.42;12473190.00;12497395.00;12494872.00;0.05;12494603.73;12490347.94
5000;QuaseReal;BubbleSort;TROCAS;6257636.37;51672.21;6163664.00;6347491.00;6248258.50;0.83;6276127.03;6239145.70
5000;QuaseReal;BubbleSort;ACESSOS;50015497.13;206920.86;49644964.00;50374252.00;49983644.00;0.41;50089542.81;49941451.46
5000;QuaseReal;BubbleSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;QuaseReal;BubbleSort;TEMPO;287072013.33;1978910.05;284384200.00;295087800.00;287033650.00;0.69;287780157.20;286363869.47
5000;QuaseReal;BubbleSort;MEM_AUX;17.00;0.00;17.00;17.00;17.00;0.00;17.00;17.00
5000;QuaseReal;InsertionSort;COMPARACOES;12500244.67;111782.61;12153555.00;12664503.00;12509106.00;0.89;12540245.56;12460243.77
5000;QuaseReal;InsertionSort;TROCAS;6252629.70;55891.10;6079288.00;6334757.00;6257058.50;0.89;6272630.07;6232629.33
5000;QuaseReal;InsertionSort;ACESSOS;25005504.07;223564.81;24312131.00;25334017.00;25023223.00;0.89;25085505.71;24925502.43
5000;QuaseReal;InsertionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;QuaseReal;InsertionSort;TEMPO;132174343.33;1769962.26;127764600.00;136745600.00;132096800.00;1.34;132807716.19;131540970.47
5000;QuaseReal;InsertionSort;MEM_AUX;16.00;0.00;16.00;16.00;16.00;0.00;16.00;16.00
5000;QuaseReal;SelectionSort;COMPARACOES;12497500.00;0.00;12497500.00;12497500.00;12497500.00;0.00;12497500.00;12497500.00
5000;QuaseReal;SelectionSort;TROCAS;4990.80;2.33;4984.00;4994.00;4991.00;0.05;4991.63;4989.97
5000;QuaseReal;SelectionSort;ACESSOS;25014963.20;9.30;25014936.00;25014976.00;25014964.00;0.00;25014966.53;25014959.87
5000;QuaseReal;SelectionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;QuaseReal;SelectionSort;TEMPO;159656496.67;1112044.94;158558900.00;163397300.00;159395800.00;0.70;160054436.84;159258556.50
5000;QuaseReal;SelectionSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
5000;QuaseReal;MergeSort;COMPARACOES;55223.97;43.43;55137.00;55308.00;55220.00;0.08;55239.51;55208.42
5000;QuaseReal;MergeSort;TROCAS;123616.00;0.00;123616.00;123616.00;123616.00;0.00;123616.00;123616.00
5000;QuaseReal;MergeSort;ACESSOS;357679.93;86.86;357506.00;357848.00;357672.00;0.02;357711.02;357648.85
5000;QuaseReal;MergeSort;PROF_REC;12.00;0.00;12.00;12.00;12.00;0.00;12.00;12.00
5000;QuaseReal;MergeSort;TEMPO;2706893.33;54622.85;2631700.00;2816300.00;2707550.00;2.02;2726439.87;2687346.80
5000;QuaseReal;MergeSort;MEM_AUX;20192.00;0.00;20192.00;20192.00;20192.00;0.00;20192.00;20192.00
5000;QuaseReal;QuickSort;COMPARACOES;70910.77;3142.77;66885.00;78844.00;70330.50;4.43;72035.39;69786.14
5000;QuaseReal;QuickSort;TROCAS;32840.30;2475.08;29319.00;39406.00;32268.50;7.54;33726.00;31954.60
5000;QuaseReal;QuickSort;ACESSOS;205608.43;11362.41;187879.00;235014.00;204768.00;5.53;209674.42;201542.45
5000;QuaseReal;QuickSort;PROF_REC;26.53;2.32;23.00;32.00;26.00;8.73;27.36;25.70
5000;QuaseReal;QuickSort;TEMPO;1370443.33;83678.65;1260000.00;1626200.00;1365500.00;6.11;1400387.35;1340499.31
5000;QuaseReal;QuickSort;MEM_AUX;424.53;37.05;368.00;512.00;416.00;8.73;437.79;411.28
5000;QuaseReal;QuickSortRandomizado;COMPARACOES;71168.27;3178.06;65534.00;78135.00;70529.50;4.47;72305.52;70031.01
5000;QuaseReal;QuickSortRandomizado;TROCAS;35479.23;2395.07;31783.00;41485.00;35669.00;6.75;36336.30;34622.17
5000;QuaseReal;QuickSortRandomizado;ACESSOS;216424.57;11781.29;199188.00;247421.00;217376.00;5.44;220640.45;212208.69
5000;QuaseReal;QuickSortRandomizado;PROF_REC;26.40;1.96;23.00;32.00;26.00;7.42;27.10;25.70
5000;QuaseReal;QuickSortRandomizado;TEMPO;1576483.33;70150.95;1472000.00;1757500.00;1559300.00;4.45;1601586.53;1551380.14
5000;QuaseReal;QuickSortRandomizado;MEM_AUX;528.00;39.16;460.00;640.00;520.00;7.42;542.01;513.99
5000;QuaseReal;HeapSort;COMPARACOES;107686.07;58.93;107575.00;107807.00;107699.00;0.05;107707.15;107664.98
5000;QuaseReal;HeapSort;TROCAS;57103.73;60.61;56994.00;57259.00;57107.50;0.11;57125.42;57082.04
5000;QuaseReal;HeapSort;ACESSOS;443787.07;341.12;443240.00;444650.00;443839.00;0.08;443909.13;443665.00
5000;QuaseReal;HeapSort;PROF_REC;12.00;0.00;12.00;12.00;12.00;0.00;12.00;12.00
5000;QuaseReal;HeapSort;TEMPO;2864863.33;92669.28;2726600.00;3133600.00;2868700.00;3.23;2898024.61;2831702.06
5000;QuaseReal;HeapSort;MEM_AUX;192.00;0.00;192.00;192.00;192.00;0.00;192.00;192.00
5000;QuaseReal;ShellSort;COMPARACOES;135143.03;7148.53;122835.00;150709.00;136777.00;5.29;137701.10;132584.97
5000;QuaseReal;ShellSort;TROCAS;103740.87;3570.34;97597.00;111542.00;104541.00;3.44;105018.50;102463.24
5000;QuaseReal;ShellSort;ACESSOS;342624.77;14289.17;318029.00;373793.00;345859.00;4.17;347738.08;337511.45
5000;QuaseReal;ShellSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;QuaseReal;ShellSort;TEMPO;2499376.67;94386.72;2312700.00;2718200.00;2482100.00;3.78;2533152.52;2465600.81
5000;QuaseReal;ShellSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
10000;Aleatorio;BubbleSort;COMPARACOES;49986322.13;12821.68;49933575.00;49994847.00;49991084.00;0.03;49990910.31;49981733.95
10000;Aleatorio;BubbleSort;TROCAS;25011256.87;135142.75;24648830.00;25294820.00;25025459.00;0.54;25059617.08;24962896.65
10000;Aleatorio;BubbleSort;ACESSOS;200017671.73;546993.00;198537578.00;201152768.00;200082024.00;0.27;200213410.66;199821932.80
10000;Aleatorio;BubbleSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;Aleatorio;BubbleSort;TEMPO;1146554723.33;3552406.66;1141110600.00;1153996700.00;1145551300.00;0.31;1147825935.73;1145283510.93
10000;Aleatorio;BubbleSort;MEM_AUX;17.00;0.00;17.00;17.00;17.00;0.00;17.00;17.00
10000;Aleatorio;InsertionSort;COMPARACOES;50061631.20;363967.22;49364713.00;50761009.00;50076572.00;0.73;50191875.20;49931387.20
10000;Aleatorio;InsertionSort;TROCAS;25035823.80;181982.89;24687362.00;25385518.00;25043291.50;0.73;25100945.54;24970702.06
10000;Aleatorio;InsertionSort;ACESSOS;100133278.80;727932.99;98739437.00;101532045.00;100163155.00;0.73;100393766.28;99872791.32
10000;Aleatorio;InsertionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;Aleatorio;InsertionSort;TEMPO;528800210.00;4522275.10;519770700.00;539150200.00;529209350.00;0.86;530418485.36;527181934.64
10000;Aleatorio;InsertionSort;MEM_AUX;16.00;0.00;16.00;16.00;16.00;0.00;16.00;16.00
10000;Aleatorio;SelectionSort;COMPARACOES;49995000.00;0.00;49995000.00;49995000.00;49995000.00;0.00;49995000.00;49995000.00
10000;Aleatorio;SelectionSort;TROCAS;9990.13;2.90;9982.00;9995.00;9990.00;0.03;9991.17;9989.10
10000;Aleatorio;SelectionSort;ACESSOS;100029960.53;11.59;100029928.00;100029980.00;100029960.00;0.00;100029964.68;100029956.39
10000;Aleatorio;SelectionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;Aleatorio;SelectionSort;TEMPO;636959956.67;1083161.22;635443600.00;640043400.00;636924700.00;0.17;637347560.93;636572352.40
10000;Aleatorio;SelectionSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
10000;Aleatorio;MergeSort;COMPARACOES;120461.63;58.74;120341.00;120599.00;120456.00;0.05;120482.65;120440.61
10000;Aleatorio;MergeSort;TROCAS;267232.00;0.00;267232.00;267232.00;267232.00;0.00;267232.00;267232.00
10000;Aleatorio;MergeSort;ACESSOS;775387.27;117.47;775146.00;775662.00;775376.00;0.02;775429.30;775345.23
10000;Aleatorio;MergeSort;PROF_REC;13.00;0.00;13.00;13.00;13.00;0.00;13.00;13.00
10000;Aleatorio;MergeSort;TEMPO;5776873.33;94019.79;5691400.00;6059100.00;5738100.00;1.63;5810517.88;5743228.78
10000;Aleatorio;MergeSort;MEM_AUX;40208.00;0.00;40208.00;40208.00;40208.00;0.00;40208.00;40208.00
10000;Aleatorio;QuickSort;COMPARACOES;156791.73;7505.45;145584.00;182363.00;156293.00;4.79;159477.52;154105.94
10000;Aleatorio;QuickSort;TROCAS;72057.00;4743.61;65351.00;83069.00;71042.00;6.58;73754.48;70359.52
10000;Aleatorio;QuickSort;ACESSOS;451687.50;21597.27;417740.00;504608.00;451648.00;4.78;459415.98;443959.02
10000;Aleatorio;QuickSort;PROF_REC;29.70;2.44;25.00;35.00;29.50;8.21;30.57;28.83
10000;Aleatorio;QuickSort;TEMPO;2973403.33;128626.34;2749900.00;3315000.00;2939350.00;4.33;3019431.68;2927374.99
10000;Aleatorio;QuickSort;MEM_AUX;475.20;39.00;400.00;560.00;472.00;8.21;489.16;461.24
10000;Aleatorio;QuickSortRandomizado;COMPARACOES;158429.07;7981.26;147730.00;178641.00;157559.00;5.04;161285.12;155573.01
10000;Aleatorio;QuickSortRandomizado;TROCAS;78434.50;7250.50;67156.00;97894.00;76985.50;9.24;81029.06;75839.94
10000;Aleatorio;QuickSortRandomizado;ACESSOS;478836.73;33893.17;435898.00;576909.00;473942.50;7.08;490965.25;466708.22
10000;Aleatorio;QuickSortRandomizado;PROF_REC;30.13;2.60;26.00;37.00;29.50;8.62;31.06;29.20
10000;Aleatorio;QuickSortRandomizado;TEMPO;3501980.00;198568.74;3183100.00;4028900.00;3464100.00;5.67;3573036.91;3430923.09
10000;Aleatorio;QuickSortRandomizado;MEM_AUX;602.67;51.92;520.00;740.00;590.00;8.62;621.25;584.09
10000;Aleatorio;HeapSort;COMPARACOES;235354.13;109.78;235081.00;235618.00;235342.00;0.05;235393.42;235314.85
10000;Aleatorio;HeapSort;TROCAS;124200.90;88.61;124050.00;124435.00;124200.50;0.07;124232.61;124169.19
10000;Aleatorio;HeapSort;ACESSOS;967511.87;555.51;966362.00;968976.00;967408.00;0.06;967710.65;967313.08
10000;Aleatorio;HeapSort;PROF_REC;13.00;0.00;13.00;13.00;13.00;0.00;13.00;13.00
10000;Aleatorio;HeapSort;TEMPO;6035466.67;101589.64;5913700.00;6273500.00;6002700.00;1.68;6071820.05;5999113.28
10000;Aleatorio;HeapSort;MEM_AUX;208.00;0.00;208.00;208.00;208.00;0.00;208.00;208.00
10000;Aleatorio;ShellSort;COMPARACOES;325191.60;12425.97;305558.00;354545.00;324936.00;3.82;329638.18;320745.02
10000;Aleatorio;ShellSort;TROCAS;240018.80;6225.97;230199.00;254719.00;239898.50;2.59;242246.73;237790.87
10000;Aleatorio;ShellSort;ACESSOS;805229.20;24877.84;765956.00;863983.00;804733.00;3.09;814131.62;796326.78
10000;Aleatorio;ShellSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;Aleatorio;ShellSort;TEMPO;5714066.67;155842.50;5460900.00;6049900.00;5718550.00;2.73;5769834.19;5658299.14
10000;Aleatorio;ShellSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
10000;Ordenado;BubbleSort;COMPARACOES;9999.00;0.00;9999.00;9999.00;9999.00;0.00;9999.00;9999.00
10000;Ordenado;BubbleSort;TROCAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;Ordenado;BubbleSort;ACESSOS;19998.00;0.00;19998.00;19998.00;19998.00;0.00;19998.00;19998.00
10000;Ordenado;BubbleSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;Ordenado;BubbleSort;TEMPO;135506.67;12859.64;128300.00;171900.00;130650.00;9.49;140108.43;130904.90
10000;Ordenado;BubbleSort;MEM_AUX;17.00;0.00;17.00;17.00;17.00;0.00;17.00;17.00
10000;Ordenado;InsertionSort;COMPARACOES;9999.00;0.00;9999.00;9999.00;9999.00;0.00;9999.00;9999.00
10000;Ordenado;InsertionSort;TROCAS;9999.00;0.00;9999.00;9999.00;9999.00;0.00;9999.00;9999.00
10000;Ordenado;InsertionSort;ACESSOS;29997.00;0.00;29997.00;29997.00;29997.00;0.00;29997.00;29997.00
10000;Ordenado;InsertionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;Ordenado;InsertionSort;TEMPO;221686.67;10501.58;215000.00;266500.00;221300.00;4.74;225444.61;217928.72
10000;Ordenado;InsertionSort;MEM_AUX;16.00;0.00;16.00;16.00;16.00;0.00;16.00;16.00
10000;Ordenado;SelectionSort;COMPARACOES;49995000.00;0.00;49995000.00;49995000.00;49995000.00;0.00;49995000.00;49995000.00
10000;Ordenado;SelectionSort;TROCAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;Ordenado;SelectionSort;ACESSOS;99990000.00;0.00;99990000.00;99990000.00;99990000.00;0.00;99990000.00;99990000.00
10000;Ordenado;SelectionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;Ordenado;SelectionSort;TEMPO;637622390.00;1657167.27;635255300.00;641806200.00;637292300.00;0.26;638215399.69;637029380.31
10000;Ordenado;SelectionSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
10000;Ordenado;MergeSort;COMPARACOES;69008.00;0.00;69008.00;69008.00;69008.00;0.00;69008.00;69008.00
10000;Ordenado;MergeSort;TROCAS;267232.00;0.00;267232.00;267232.00;267232.00;0.00;267232.00;267232.00
10000;Ordenado;MergeSort;ACESSOS;672480.00;0.00;672480.00;672480.00;672480.00;0.00;672480.00;672480.00
10000;Ordenado;MergeSort;PROF_REC;13.00;0.00;13.00;13.00;13.00;0.00;13.00;13.00
10000;Ordenado;MergeSort;TEMPO;4570233.33;81631.37;4480700.00;4734000.00;4542750.00;1.79;4599444.74;4541021.92
10000;Ordenado;MergeSort;MEM_AUX;40208.00;0.00;40208.00;40208.00;40208.00;0.00;40208.00;40208.00
10000;Ordenado;QuickSort;COMPARACOES;49995000.00;0.00;49995000.00;49995000.00;49995000.00;0.00;49995000.00;49995000.00
10000;Ordenado;QuickSort;TROCAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10000;Ordenado;QuickSort;ACESSOS;50004999.00;0.00;50004999.00;50004999.00;50004999.00;0.00;50004999.00;50004999.00
10000;Ordenado;QuickSort;PROF_REC;9998.00;0.00;9998.00;9998.00;9998.00;0.00;9998.00;9998.00
10000;Ordenado;QuickSort;TEMPO;426965890.00;2427816.62;424773300.00;434632700.00;425927900.00;0.57;427834673.02;426097106.98
10000;Ordenado;QuickSort;MEM_AUX;159968.00;0.00;159968.00;159968.00;159968.00;0.00;159968.00;159968.00
10000;Ordenado;QuickSortRandomizado;COMPARACOES;155067.37;6104.46;144405.00;166971.00;155624.50;3.94;157251.82;152882.91
10000;Ordenado;QuickSortRandomizado;TROCAS;9993.87;61.38;9882.00;10130.00;9992.00;0.61;10015.83;9971.90
10000;Ordenado;QuickSortRandomizado;ACESSOS;201706.97;6069.73;191240.00;213829.00;202141.00;3.01;203878.99;199534.94
10000;Ordenado;QuickSortRandomizado;PROF_REC;29.63;2.46;25.00;36.00;29.00;8.29;30.51;28.75
10000;Ordenado;QuickSortRandomizado;TEMPO;1966286.67;66251.88;1827900.00;2128900.00;1966900.00;3.37;1989994.60;1942578.74
10000;Ordenado;QuickSortRandomizado;MEM_AUX;592.67;49.13;500.00;720.00;580.00;8.29;610.25;575.09
10000;Ordenado;HeapSort;COMPARACOES;244460.00;0.00;244460.00;244460.00;244460.00;0.00;244460.00;244460.00
10000;Ordenado;HeapSort;TROCAS;131956.00;0.00;131956.00;131956.00;131956.00;0.00;131956.00;131956.00
10000;Ordenado;HeapSort;ACESSOS;1016744.00;0.00;1016744.00;1016744.00;1016744.00;0.00;1016744.00;1016744.00
10000;Ordenado;HeapSort;PROF_REC;13.00;0.00;13.00;13.00;13.00;0.00;13.00;13.00
10000;Ordenado;HeapSort;TEMPO;6182406.67;141404.15;5988900.00;6524300.00;6126850.00;2.29;6233007.49;6131805.84
10000;Ordenado;HeapSort;MEM_AUX;208.00;0.00;208.00;208.00;208.00;0.00;208.00;208.00
10000;Ordenado;ShellSort;COMPARACOES;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
